,Date,Dernier,Ouv.,Plus Haut,Plus Bas,bid,ask,bid_rate_local,ask_rate_local,bid_rate_foreign,ask_rate_foreign
125,2000-06-26,2.788188162315844,2.7417585962195985,2.87985069824313,2.745580521919316,2.745580521919316,2.87985069824313,6.75,7.0,0.05,0.2
126,2000-06-27,2.8253701428848523,2.8057926040858545,2.887900470573068,2.7563395810363835,2.7563395810363835,2.887900470573068,6.75,7.0,0.05,0.2
127,2000-06-28,2.799277605779153,2.7833516732474592,2.8466778049093944,2.7556247163327496,2.7556247163327496,2.8466778049093944,6.75,7.0,0.05,0.2
128,2000-06-29,2.857693295658875,2.9041626331074535,2.9168536444643887,2.747607964830618,2.747607964830618,2.9168536444643887,6.75,7.0,0.05,0.2
129,2000-06-30,2.774744684950864,2.762608416318664,2.803738317757009,2.722182894652166,2.722182894652166,2.803738317757009,6.75,7.0,0.05,0.2
130,2000-07-03,2.7159938287477496,2.73188918171884,2.9140219272937102,2.6960784313725488,2.6960784313725488,2.9140219272937102,6.75,7.0,0.05,0.2
131,2000-07-04,2.757577707703198,2.7202572347266885,2.7840215785755573,2.709502612734662,2.709502612734662,2.7840215785755573,6.75,7.0,0.05,0.2
132,2000-07-05,2.7950109861703503,2.7623953638119767,2.84401311138248,2.738573093357504,2.738573093357504,2.84401311138248,6.75,7.0,0.05,0.2
133,2000-07-06,2.7824511453345413,2.747963274279064,2.816629068643248,2.707604611996372,2.707604611996372,2.816629068643248,6.75,7.0,0.05,0.2
134,2000-07-07,2.785515320334261,2.769151138716356,2.7985555842145993,2.74043769075914,2.74043769075914,2.7985555842145993,6.75,7.0,0.05,0.2
135,2000-07-10,2.7860183154907783,2.781920757408728,2.8098214861120057,2.73305634900026,2.73305634900026,2.8098214861120057,6.75,7.0,0.05,0.2
136,2000-07-11,2.770252837977296,2.761824869329548,2.7761693366788913,2.7154587185621,2.7154587185621,2.7761693366788913,6.75,7.0,0.05,0.2
137,2000-07-12,2.742805755395683,2.762359623079902,2.7858013993195967,2.7117768595041323,2.7117768595041323,2.7858013993195967,6.75,7.0,0.05,0.2
138,2000-07-13,2.748209792916586,2.747394157766053,2.7790257364739106,2.7222761073391535,2.7222761073391535,2.7790257364739106,6.75,7.0,0.05,0.2
139,2000-07-14,2.7689924482024137,2.7490965410428494,2.7944111776447107,2.674177674177674,2.674177674177674,2.7944111776447107,6.75,7.0,0.05,0.2
140,2000-07-17,2.767015368720134,2.745300691169821,2.7852910870685217,2.7065527065527064,2.7065527065527064,2.7852910870685217,6.75,7.0,0.05,0.2
141,2000-07-18,2.7706019116507363,2.758219753245914,2.7953110910730388,2.734400311021836,2.734400311021836,2.7953110910730388,6.75,7.0,0.05,0.2
142,2000-07-19,2.7980378235332086,2.744414309699083,2.8103270667010047,2.744514208039356,2.744514208039356,2.8103270667010047,6.75,7.0,0.05,0.2
143,2000-07-20,2.6283539731682146,2.7670278637770895,2.816221435468297,2.522312766783081,2.522312766783081,2.816221435468297,6.75,7.0,0.05,0.2
144,2000-07-21,2.7900996464159435,2.7579096591275207,2.8057784911717496,2.6621866115275266,2.6621866115275266,2.8057784911717496,6.75,7.0,0.05,0.2
145,2000-07-24,2.7983274364747506,2.7606177606177607,2.8189815706671806,2.7389314944899144,2.7389314944899144,2.8189815706671806,6.75,7.0,0.05,0.2
146,2000-07-25,2.7781358772721414,2.7656290198096216,2.799537691023501,2.7330878077146736,2.7330878077146736,2.799537691023501,6.75,7.0,0.05,0.2
147,2000-07-26,2.7597298166613062,2.7603998710093522,2.787769784172662,2.7238107532434004,2.7238107532434004,2.787769784172662,6.75,7.0,0.05,0.2
148,2000-07-27,2.782973234440503,2.7479245768710983,2.7911607888482046,2.7378640776699035,2.7378640776699035,2.7911607888482046,6.75,7.0,0.05,0.2
149,2000-07-28,2.875977509209591,2.762716240640331,2.9031219826198904,2.7509871189073727,2.7509871189073727,2.9031219826198904,6.75,7.0,0.05,0.2
150,2000-07-31,2.8239095315024234,2.8065183652353847,2.875564152159897,2.7219701879455607,2.7219701879455607,2.875564152159897,6.75,7.0,0.05,0.2
151,2000-08-01,2.765006799197047,2.766287487073423,2.8136293236964383,2.722240312601758,2.722240312601758,2.8136293236964383,6.75,7.0,0.05,0.2
152,2000-08-02,2.8017381153122773,2.7524124085227646,2.809533036233288,2.7515774409679308,2.7515774409679308,2.809533036233288,6.75,7.0,0.05,0.2
153,2000-08-03,2.7822711096732444,2.7759761317940077,2.804280556988138,2.7373211963589075,2.7373211963589075,2.804280556988138,6.75,7.0,0.05,0.2
154,2000-08-04,2.7829792729385936,2.7266839378238337,2.8040997872751885,2.731814937382389,2.731814937382389,2.8040997872751885,6.75,7.0,0.05,0.2
155,2000-08-07,2.783698249693212,2.747963274279064,2.8186274509803924,2.7452249919067664,2.7452249919067664,2.8186274509803924,6.75,7.0,0.05,0.2
156,2000-08-08,2.7918124109340585,2.7591108813646934,2.794990963077718,2.751103036594861,2.751103036594861,2.794990963077718,6.75,7.0,0.05,0.2
157,2000-08-09,2.780831662678652,2.7748962655601663,2.8558506170446467,2.7455052898033365,2.7455052898033365,2.8558506170446467,6.75,7.0,0.05,0.2
158,2000-08-10,2.778316211152032,2.7504530157908365,2.804280556988138,2.74860624918968,2.74860624918968,2.804280556988138,6.75,7.0,0.05,0.2
159,2000-08-11,2.799407941308964,2.753538879193329,2.818076774939016,2.736270133902581,2.736270133902581,2.818076774939016,6.75,7.0,0.05,0.2
160,2000-08-14,2.807220402132717,2.753296880025732,2.810034002694553,2.7535951505771585,2.7535951505771585,2.810034002694553,6.75,7.0,0.05,0.2
161,2000-08-15,2.8049951969260323,2.7743882859161264,2.8140189306728063,2.7545372634830736,2.7545372634830736,2.8140189306728063,6.75,7.0,0.05,0.2
162,2000-08-16,2.7891504605936546,2.7749295052550633,2.8195968359275323,2.7301342583670585,2.7301342583670585,2.8195968359275323,6.75,7.0,0.05,0.2
163,2000-08-17,2.8124001278363697,2.7639155470249523,2.808809447813597,2.7132777421423997,2.7132777421423997,2.808809447813597,6.75,7.0,0.05,0.2
164,2000-08-18,2.691962568901423,2.7376231290776523,2.808630154474659,2.6641843743981517,2.6641843743981517,2.808630154474659,6.75,7.0,0.05,0.2
165,2000-08-21,2.734375,2.7295444351893376,2.8023032629558537,2.6676094362666323,2.6676094362666323,2.8023032629558537,6.75,7.0,0.05,0.2
166,2000-08-22,2.8009229585950517,2.67777065983344,2.8315755832534357,2.686202686202686,2.686202686202686,2.8315755832534357,6.75,7.0,0.05,0.2
167,2000-08-23,2.9070142608246754,2.769585844339018,2.8960000000000004,2.748851950067913,2.748851950067913,2.8960000000000004,6.75,7.0,0.05,0.2
168,2000-08-24,2.9912593072191647,2.8645161290322583,2.9858429858429854,2.8339818417639435,2.8339818417639435,2.9858429858429854,6.75,7.0,0.05,0.2
169,2000-08-25,3.0417017964848565,2.9309006211180124,3.0953762816792416,2.8569573404324395,2.8569573404324395,3.0953762816792416,6.75,7.0,0.05,0.2
170,2000-08-28,3.059967585089141,2.99805321219987,3.1096457201965344,2.941940511754773,2.941940511754773,3.1096457201965344,6.75,7.0,0.05,0.2
171,2000-08-29,3.01306090779775,3.0550690795874687,3.099373668237877,2.9915639195327715,2.9915639195327715,3.099373668237877,6.75,7.0,0.05,0.2
172,2000-08-30,3.0971162550109916,3.0279503105590058,3.092185788829479,2.9964976002075496,2.9964976002075496,3.092185788829479,6.75,7.0,0.05,0.2
173,2000-08-31,2.9788058929956063,3.021284854758361,3.050782004247924,2.886049678967508,2.886049678967508,3.050782004247924,6.75,7.0,0.05,0.2
174,2000-09-01,2.944777369675881,2.9107373868046573,2.9769176364688485,2.915451895043732,2.915451895043732,2.9769176364688485,6.75,7.0,0.05,0.2
175,2000-09-04,2.9673017507724,2.9455365775056404,2.9751959902326184,2.8097145071696157,2.8097145071696157,2.9751959902326184,6.75,7.0,0.05,0.2
176,2000-09-05,2.9434496972819786,2.9373872713218234,2.9829636772741877,2.872484958271333,2.872484958271333,2.9829636772741877,6.75,7.0,0.05,0.2
177,2000-09-06,2.9856533540131838,2.938901778808971,2.9704880087442938,2.9171528588098017,2.9171528588098017,2.9704880087442938,6.75,7.0,0.05,0.2
